,,per.access.to.electricity,per.ag.land,per.arable.land,per.armed.forces.of.pop,tot.threatened.birds,birth.rate.per1000,fisheries.production,co2.emissions.metric.tons,compulsory.edu.years,cpi,current.account.balance,per.health.expenditures.gdp,death.rate.per1000,ease.of.doing.business.score,tot.employers.per.employment,per.employed.ag,per.employed.industry,per.employed.service,exports.per.gdp,fertility.rate.per.woman,broadband.per100,fish.threatened,food.exports.per.all.exports,food.imports.per.all.imports,fdi.per.gdp,forest.per.all.land,gdp.per.capita,gdp.growth,edu.expend.per.gdp,human.capital.index,imports.per.gdp,hiv.per1000,inflation.percentage,tourism.per.all.imports,labor.force.participation.per.tot.pop,land.area.sq.km,life.expectancy.years,methane.emissions.kt,expend.military.per.gdp,cellular.subscriptions.per100,infant.mortality.rate.per1000,aid.usd,no2.emissions.metric.tons,oil.rents.per.gdp,per.open.defecation,per.access.drinking.water,per.basic.sanitation,cropland.per.all.land.area,remittances.per.gdp,plants.threatened,population.density,population.growth,female.pop.per.total,male.pop.per.total,pop.total,per.undernourishment,per.primary.edu.completion,per.rural.pop,tot.surface.area.km2,tax.revenue.per.gdp,protected.area.per.total.terrestrial.area,terrrestrial.protected.area.per.total.land,alcohol.percap.liters,tot.greenhouse.gas.emissions.kt,trade.per.gdp,unemployment.rate,per.urban.pop,urban.pop.growth
Tonga,TON,99.13256836,48.61111111,27.77777778,,5,24.303,1242,1.841103111,15,127.2761714,-6.30882703,5.05481672,7.152,61.65064,0.689999998,19.85000038,30.36000061,49.79000092,21.39748666,3.556,2.440962431,16,,,4.069875401,12.43055556,4740.700272,0.300009404,6.372910023,0.51803416,66.13780535,,5.03209692,12.7842664,46.68999863,720,70.801,100,,104.5941258,10.3,68789999.39,50,0,0.01725762,98.65836339,93.0929125,15.27777778,37.49423774,5,143.3319444,1.166674214,49.98691848,50.01308152,103199,,,76.869,750,,1.521651403,15.91279025,0.8,350,87.53529202,3.069999933,23.131,1.002029267
Trinidad and Tobago,TTO,100,10.52631579,4.873294347,0.619085252,5,12.937,13176,12.77844012,7,141.7532757,6.865916436,6.70954943,8.375,61.03242,5.369999886,3.109999895,26.86000061,70.02999878,,1.725,24.62148602,37,,,-2.956875325,44.64522417,17037.86236,0.066049775,3.286240101,0.60232681,,0.09,1.018569302,1.629548694,59.14699936,5130,73.38,1280,0.68778771,141.9293402,15.8,,390,3.992666236,0,98.87517077,93.91521101,4.288499025,0.585763485,50,270.9241715,0.416814325,50.59132663,49.40867337,1389841,6.7,,46.816,5130,20.04821246,2.014423161,30.59281013,6.72,22900,,3.336999893,53.184,0.377348197
Tunisia,TUN,99.80000305,62.71240989,16.78038105,1.162346208,11,17.564,106046.2969,2.592258865,9,145.5446626,-10.43763455,6.82099104,6.262,67.22278,6.349999905,14.27999973,33.5,52.22000122,45.67825561,2.197,8.767776712,39,13.06658955,10.47350115,2.323083454,4.503540165,3680.892597,2.510907072,,0.50960952,58.6197826,0.03,7.30759176,3.870014299,46.89199829,155360,76.505,6420,2.113384861,127.7071968,14.6,668939991.9,3320,1.957993895,0,96.51537319,95.31562708,15.35787848,4.468580951,9,74.44131694,1.145862851,50.43715186,49.56284814,11565203,2.5,,31.055,163610,,5.2085994,7.914677247,2.12,41100,104.2980382,15.46000004,68.945,1.58630332
Turkey,TUR,100,49.11710822,25.62659979,1.552946909,20,16.027,314095,5.01541837,12,203.5454036,-2.79265057,4.12414074,5.412,75.25248,4.460000038,18.43000031,26.65999985,54.90999985,31.15287804,2.069,16.28274432,131,10.7207424,6.089662423,1.647072935,28.4660941,9454.348443,2.979885235,4.29460001,0.625309885,31.40149138,,16.3324639,2.445906291,53.15999985,769630,77.437,47400,2.524003026,97.30132788,9.2,1153979985,34380,0.105972754,0.179200724,96.72060939,98.14568658,4.4982654,0.144128516,113,106.986591,1.497232048,50.6778132,49.3221868,82340090,2.5,88.52777863,24.857,785350,17.27719713,0.190652367,0.218488653,2.05,502520,62.55436943,10.89000034,75.143,2.163513719
Turkmenistan,TKM,100,72.00646905,4.128274424,2.198323765,19,23.831,15000,12.25964817,12,,,6.60684919,7.045,,2.940000057,21.69000053,39.25999832,39.04999924,22.66381177,2.786,,13,,,4.89948824,8.782159045,6967.375043,6.199999941,,,12.49588237,,,,46.64099884,469930,68.073,49580,,160.2659146,37,12260000.27,3430,9.616824069,0,99.34508272,98.59667755,0.12767859,0.004906118,4,12.450582,1.606347946,50.7607374,49.2392626,5850902,3.9,,48.407,488100,,3.212238456,3.248262247,4.93,125080,35.15969414,4.234000206,51.593,2.462852155
Turks and Caicos Islands,TCA,100,1.052631579,1.052631579,,4,,2231,,13,,15.51497236,,,,,,,,,,,30,,,3.793373566,11.07368421,29553.1367,5.610954617,2.743769884,,,,,,,950,,,,,,,,0,1.604545455,94.31818182,87.98863636,,0.672122518,9,39.64947368,1.473623607,,,37667,,129.401413,6.902,950,,0.387451664,44.3674255,,,,,93.098,1.775151983
Tuvalu,TUV,99.06538391,60,,,1,,12725,0.86918731,8,,60.93956586,19.03600502,,,,,,,,,,13,,,0.701748949,33.33333333,3701.709255,2.5,,0.440525651,,,,18.08020773,,30,,10,,73.86166145,20,14549999.71,0,0,8.747152132,100,83.74384221,60,2.247304166,0,383.5,1.224326618,,,11505,,78.71485901,37.613,30,,0.008594042,1.951941156,1.52,30,,,62.387,2.6111144
Uganda,UGA,41.91999817,71.88809096,34.41053262,0.291080619,30,38.135,439354,0.143462178,7,169.0218714,-5.879405176,4.03115654,6.554,58.38634,4.130000114,72.44999695,6.539999962,21.01000023,15.08705306,4.955,,60,55.51468043,11.79878061,3.205128111,12.07066627,770.6007843,6.303923781,2.130520105,0.382125795,21.55135254,1.36,2.623975052,5.693092358,69.69100189,200520,62.973,33250,1.225631547,57.27260732,34.1,1319139976,15460,0,5.557901239,52.61236008,19.52777728,10.97147417,4.0636951,64,213.0911231,3.725163906,50.7760789,49.2239211,42729032,,,76.226,241550,11.68286865,16.06394963,16.06394963,15.09,54870,36.6384056,1.922999978,23.774,6.186430302
Ukraine,UKR,100,71.33068692,56.76216776,1.403930656,17,8.7,76181,4.154180631,11,261.0688343,-4.914010553,7.51988459,14.8,69.07387,0.899999976,14.42000008,24.61000061,60.95999908,45.23523566,1.301,12.80325605,24,39.12581456,8.574396997,3.800871036,16.70348637,3096.561697,3.488362342,5.319479942,0.642378509,53.96457941,0.24,10.95185594,11.74544681,56.31299973,579400,71.58268293,62950,3.192353265,127.753861,7.4,1133770009,25310,0.321959182,0,93.85588486,97.74059161,1.489471867,11.22613045,22,77.0150466,-0.466425621,53.6877507,46.3122493,44622518,2.5,,30.648,603550,20.14255251,3.881679021,3.986753143,8.32,274510,99.19981507,8.800000191,69.352,-0.313465038
United Arab Emirates,ARE,100,5.375246409,0.595606871,0.967176041,13,10.331,73000,20.7974984,12,116.7797727,,4.14545679,1.47,81.58883,3.019999981,1.460000038,34.59999847,63.93999863,93.0481228,1.413,31.40460882,20,4.206221302,7.305793174,2.45971482,4.467755562,43839.32449,1.189855642,,0.676001251,66.68065074,0.11,3.068633793,,79.19999695,71020,77.814,52960,,208.5048332,6,,7140,16.58695057,0,99.97133,99.01080849,0.554773303,,0,135.6092087,1.503937821,30.63668795,69.36331205,9630966,3.4,,13.478,98647.9,0.059310281,15.04389477,17.95492064,3.9,263240,159.7287735,2.351999998,86.522,1.821123218
United Kingdom,GBR,100,71.71852023,24.95675361,0.430140603,11,11,700242,5.398708138,11,117.5790642,-3.877696029,9.90384102,9.2,83.55123,2.059999943,1.070000052,18.12999916,80.80000305,30.50639723,1.68,39.59851528,48,6.33004539,9.660881874,-0.863744975,13.11536395,43646.95197,1.650925496,5.238900185,0.776982248,31.80782568,,2.292839903,,63.08000183,241930,81.25609756,51210,1.948755708,117.499287,3.7,,28290,0.524983099,0,100.0000015,99.10917758,0.190822139,0.151328134,42,274.7089819,0.605929132,50.63527456,49.36472544,66460344,2.5,100.5974579,16.602,243610,25.23634323,28.8252339,28.68343728,11.45,452080,62.3142229,4,83.398,0.912161082
United States,USA,100,44.36336735,17.24385674,0.838097652,91,11.6,5353303,15.24087458,12,115.1573032,-2.126159309,16.68710518,8.678,83.57395,2.279999971,1.370000005,19.87000084,78.76000214,12.29151996,1.7295,33.86036829,251,9.401199456,5.956762575,1.039765408,33.86692641,63064.41841,2.996464352,,0.713683248,15.18396136,0.11,2.442583297,5.667990238,61.96500015,9147420,78.63902439,622590,3.316248808,106.4646825,5.6,,250060,0.375637502,0,99.71312112,99.71277377,0.295165194,0.033674786,510,35.73009646,0.526435396,50.52001465,49.47998535,326838199,2.5,100.0926971,17.744,9831510,9.895994867,26.3280836,12.99387202,9.87,6023620,27.47548132,3.900000095,82.256,0.76743743
Uruguay,URY,99.80000305,80.08170495,11.29528054,1.267309382,22,13.857,67237,1.890244079,14,188.0962576,-0.443238693,9.01455498,9.467,61.36826,3.75,8.359999657,19.20000076,72.44000244,26.3964363,1.973,28.33601746,45,59.68508935,14.5838051,2.829090802,11.3644155,18703.86029,0.477907184,4.662799835,0.602367759,21.42891404,0.18,7.606533604,9.05274665,63.68000031,175020,77.77,20940,2.133948636,129.2781837,6.3,,7730,0,0.349306724,99.47859894,97.48035591,0.222831676,0.17663742,22,19.70797623,0.367270798,51.72154269,48.27845731,3449290,2.5,103.2246475,4.666,176220,18.56029922,2.295077127,3.446201923,6.92,36160,47.82535034,8.340000153,95.334,0.465907012
Uzbekistan,UZB,100,58.05790423,9.225862832,0.48600516,19,23.3,33600,3.401191282,12,,-6.826827477,5.30275869,4.7,67.75199,0,26.64999962,22.65999985,50.68999863,26.96189757,2.604,12.69699784,7,9.467322732,9.43829652,1.186869129,8.257720375,1597.068337,5.354996888,5.900000095,,44.56424563,0.13,,11.61087088,59.53300095,440555,71.573,105930,3.555482552,71.51737128,14.1,283490004.4,16240,1.907556611,0,97.83094172,99.99999699,0.903405931,14.45783615,16,74.80586987,1.736986377,50.13735892,49.86264108,32956100,2.5,103.0236282,49.522,448924,14.15764697,3.375213715,3.375213715,2.59,235510,71.5261432,5.835000038,50.478,1.594452492
Vanuatu,VUT,61.75451279,15.34044299,1.640689089,,8,29.595,10201,0.615016657,,113.9809232,12.07940788,3.3463788,5.266,60.72518,0.409999996,57.63999939,13.39000034,28.96999931,56.61053279,3.782,,18,,,4.108704685,36.28383921,3125.404999,2.900230273,,0.444750398,60.02322097,,2.330963796,4.560291208,69.31999969,12190,70.323,510,,85.90542572,22.2,86329998.33,180,0,0.301156275,91.20332244,52.66691625,10.25430681,3.850261483,10,24.00943396,2.48242519,49.28880157,50.71119843,292675,9.5,,74.726,12190,17.8374475,0.090716741,4.200531868,2.25,870,116.6337538,1.809000015,25.274,2.923170051
"Venezuela, RB",VEN,99.91120148,24.37503543,2.947678703,2.862018898,52,17.881,319265,4.782754887,17,,,4.92647457,6.982,32.14349,1.600000024,7.539999962,16.65999985,75.80000305,,2.272,9.016399628,45,,,,52.53416473,,,,,,0.11,,,57.35599899,882050,72.128,72340,,71.76613811,21.1,129610000.8,13540,,3.023846459,94.03999043,95.39624796,0.793605805,,86,32.74997676,-1.768330735,50.6332598,49.3667402,28887117,23.4,,11.792,912050,,36.90255244,54.14417444,4.14,233920,,5.021999836,88.208,-1.739985496
Vietnam,VNM,100,39.2453317,22.53781404,0.940509597,52,16.745,3357090,2.698805922,10,159.0696412,2.40580087,5.03448868,6.317,68.56869,2.140000105,38.70000076,26.63999939,34.65999985,105.8318051,2.049,13.6002095,83,10.63415881,7.927850516,6.321017489,46.73554359,2566.447487,7.075788617,4.167449951,0.687239349,102.4748608,0.08,3.539628059,2.406083644,75.61000061,310070,75.317,87750,2.28456986,147.1952734,17,857249995.3,24080,1.560191716,2.971306171,95.51497454,86.02534939,14.63701745,6.524921279,231,308.1431902,0.994310472,50.09640962,49.90359038,95545959,6.8,110.0212097,64.081,331230,,2.929506921,7.576779875,8.66,376530,208.3066659,1.159999967,35.919,2.979418773
Virgin Islands (U.S.),VIR,100,11.42857143,2.857142857,,3,12.6,287,,,,,,7.9,,3.359999895,1.970000029,18.96999931,79.05999756,53.46153846,2.06,,29,,,,56.02857143,36448.25749,1.587301587,,,106.3846154,,,,53.56999969,350,79.5195122,,,,,,,,0,98.71826738,99.37127753,2.857142857,,17,305.7171429,-0.261338012,52.43713696,47.56286304,107001,,,4.279,350,,0.983624337,13.79457419,,,159.8461538,12.42599964,95.721,-0.138546069
West Bank and Gaza,PSE,100,,,,15,29.282,3201,,10,110.765815,-13.15003055,,3.461,59.66608,7.079999924,6.320000172,31.30999947,62.36999893,15.96156445,3.643,7.486892294,2,23.78292626,29.1758225,1.294462944,1.684385382,3562.330943,1.227077378,5.318870068,0.571729004,55.439711,,-0.195107774,9.153622981,43.45000076,6020,73.895,,,89.97575355,15.1,1371509995,,0,0.165140499,97.28942549,97.63775146,,17.41096291,6,758.9845515,2.533011484,49.27764427,50.72235573,4569087,,96.85253906,23.836,6020,,,8.359251843,,,71.40127545,26.26000023,76.164,2.888118685
"Yemen, Rep.",YEM,62,44.29740326,2.079095403,0.313892013,16,30.453,131308,0.326681763,9,,,,5.983,30.67289,7.070000172,28.30999947,10.18000031,61.52000046,6.056570102,3.792,1.355606503,40,96.57345786,40.18035136,-1.305639607,1.039831809,758.1452416,0.75244741,,0.372636259,43.24692432,0.03,,,37.02500153,527970,66.096,8590,,53.67893316,46.5,1514209991,3430,4.264451734,11.93949097,58.75449134,53.12701573,0.549273633,,163,53.97784533,2.357044408,49.61165749,50.38834251,28498683,45.4,,63.358,527970,,0.605801444,0.77194398,0.051,21760,49.30349442,13.14500046,36.642,4.080219579
Zambia,ZMB,40.31789017,32.06392338,5.111717941,0.227168218,20,36.192,111127,0.446065443,7,194.5104383,-1.30116267,5.03271484,6.456,65.7117,0.25,50.11000061,10.60999966,39.29000092,37.95740455,4.633,0.416258734,20,6.096817544,5.285670442,1.552313969,60.78970661,1516.368371,4.034493897,4.739739895,0.391175568,36.93096498,4.35,7.494571927,4.68948117,74.17700195,743390,63.51,17870,1.409462391,89.15704437,43.9,725660016.9,14460,0,12.75451162,63.80411115,31.05240715,0.048426802,0.406534249,23,23.34133362,2.912653263,50.49320776,49.50679224,17351714,,,56.479,752610,16.58706547,37.87001045,37.87001045,6.54,40670,74.88836953,12.01000023,43.521,4.172817413
Zimbabwe,ZWE,45.57264709,41.87669639,10.33992504,0.725588741,19,30.676,115297,0.849792905,7,116.7122106,-7.615704367,8.68006228,7.883,50.50998,0.439999998,66.01999664,6.75,27.22999954,28.04975708,3.615,1.40632166,3,25.75192825,11.88756905,3.96270369,45.33209254,1254.642265,4.82421054,3.587280035,0.461241573,41.39726424,2.23,10.61886587,3.519927912,84.51499939,386850,61.195,11850,1.222794967,89.40486891,38.8,535019994.6,6470,0,24.28783278,63.53877337,36.35716003,0.258498126,7.881093915,52,37.32405842,1.410381542,52.35675207,47.64324793,14438812,,92.19515228,67.791,390760,13.60312563,27.21458518,27.21458518,4.67,31380,69.44702132,4.796000004,32.209,1.323497149
